Borough,"date_mday",Latitude,Longitude,count
BRONX,1,"40.8333891772294","-73.90071044228503",1
BRONX,1,"40.83343506331648","-73.91710567085956",1
BRONX,1,"40.833717422387444","-73.92892212324352",1
BRONX,1,"40.833820360163166","-73.9267465616573",3
BRONX,1,"40.83390436117062","-73.90972949974271",7
BRONX,1,"40.83400893393055","-73.91367192403979",2
BRONX,1,"40.83419000360926","-73.91356327726653",2
BRONX,1,"40.83451416412613","-73.91770420805199",1
BRONX,1,"40.8345844598471","-73.91622248405018",2
BRONX,1,"40.83465851449688","-73.91615011574056",2
BRONX,1,"40.834676149253156","-73.93026902903412",20
BRONX,1,"40.834722108690215","-73.92068891353512",1
BRONX,1,"40.83481492189523","-73.92829938385677",1
BRONX,1,"40.83482408901492","-73.91738581364538",1
BRONX,1,"40.83495697580305","-73.91899377588028",1
BRONX,1,"40.83498836390913","-73.91309606358962",1
BRONX,1,"40.835046851158225","-73.86305965309153",13
BRONX,1,"40.835348059118985","-73.87199955672537",1
BRONX,1,"40.8354974690198","-73.9226791921041",1
BRONX,1,"40.83581009164676","-73.85211543929394",1
BRONX,1,"40.835903918328945","-73.91154453856116",2
BRONX,1,"40.835912164819746","-73.88930506860214",10
BRONX,1,"40.83602003789804","-73.92429757911273",1
BRONX,1,"40.83631892033495","-73.85954799027348",1
BRONX,1,"40.83643869824917","-73.81765232606291",1
BRONX,1,"40.83644449650702","-73.83044897286987",1
BRONX,1,"40.836482407851925","-73.91432643558511",1
BRONX,1,"40.8365464279074","-73.8662186923584",1
BRONX,1,"40.836617781912125","-73.86621132115225",1
BRONX,1,"40.8366415124281","-73.83380575196327",1
BRONX,1,"40.83681209230323","-73.86338849591192",1
BRONX,1,"40.83699156288199","-73.90896639607429",2
BRONX,1,"40.83704157373281","-73.86716814842407",1
BRONX,1,"40.83705797725272","-73.87961072315376",2
BRONX,1,"40.83743527733354","-73.86822262297962",1
BRONX,1,"40.837443871036854","-73.92328045193604",2
BRONX,1,"40.83778400764218","-73.85247967199932",1
BRONX,1,"40.83788288915636","-73.90143013538074",1
BRONX,1,"40.83792361692038","-73.91843723232094",1
BRONX,1,"40.83798942722498","-73.9265106794127",1
BRONX,1,"40.838012515109135","-73.91609890732364",1
BRONX,1,"40.83803086785193","-73.91128150717147",1
BRONX,1,"40.8381599449899","-73.85457131344268",4
BRONX,1,"40.83835775558988","-73.92312399804526",1
BRONX,1,"40.838379618173505","-73.92720774164785",3
BRONX,1,"40.838568808521515","-73.85233337300743",1
BRONX,1,"40.83857834804812","-73.89946310715604",6
BRONX,1,"40.83860772915461","-73.91556690345155",1
BRONX,1,"40.838623764223755","-73.86824556663164",1
BRONX,1,"40.8388142794276","-73.89933264735532",3
BRONX,1,"40.839196174460284","-73.91705151039285",3
BRONX,1,"40.839322676374344","-73.84534220426393",1
BRONX,1,"40.83958399448666","-73.92633905901447",1
BRONX,1,"40.84015682741632","-73.88784877056428",1
BRONX,1,"40.84032881122739","-73.88972779298895",10
BRONX,1,"40.840501929150385","-73.8641868570866",1
BRONX,1,"40.84061048777646","-73.85418647806432",1
BRONX,1,"40.840612050743175","-73.91279597705399",2
BRONX,1,"40.84071349434014","-73.9242994663853",2
BRONX,1,"40.84086656825719","-73.86857362124938",1
BRONX,1,"40.84096775231571","-73.91133903015907",1
BRONX,1,"40.8411869907565","-73.88596408310147",1
BRONX,1,"40.841247104496766","-73.84978670550788",1
BRONX,1,"40.84149241408834","-73.86388486243797",1
BRONX,1,"40.84165233606424","-73.92044573265363",1
BRONX,1,"40.8417538034657","-73.84688340522787",1
BRONX,1,"40.841826367630496","-73.91433762407813",4
BRONX,1,"40.841873003482625","-73.91430503672147",1
BRONX,1,"40.84204853322961","-73.91051717663825",1
BRONX,1,"40.842255187081406","-73.86839378362721",1
BRONX,1,"40.84242824871245","-73.89235181896501",1
BRONX,1,"40.84260302805871","-73.91798695034466",1
BRONX,1,"40.842663807026554","-73.88894325756999",1
BRONX,1,"40.842783218965714","-73.89332346310556",1
BRONX,1,"40.84278501580138","-73.87849080055148",1
BRONX,1,"40.84281862842466","-73.88726601145062",1
BRONX,1,"40.84302718582266","-73.88174314658023",1
BRONX,1,"40.843057659945906","-73.90590408783376",1
BRONX,1,"40.84318833698711","-73.92296300439696",7
BRONX,1,"40.843230529983806","-73.78500447397656",1
BRONX,1,"40.843416600693175","-73.90515182044766",3
BRONX,1,"40.84345572380287","-73.92470475387987",1
BRONX,1,"40.843607934074996","-73.86804775444868",2
BRONX,1,"40.84375149420822","-73.92370327279097",1
BRONX,1,"40.84388991263727","-73.86504736182818",2
BRONX,1,"40.844083128802055","-73.88926255774534",1
BRONX,1,"40.84471616815879","-73.82615939615202",7
BRONX,1,"40.84499561256176","-73.8222190569225",1
BRONX,1,"40.8452161228468","-73.8264363931702",1
BRONX,1,"40.845251682713126","-73.88300059319023",1
BRONX,1,"40.84552992509596","-73.9084234027852",1
BRONX,1,"40.845640758492344","-73.87967832008482",1
BRONX,1,"40.845894917635356","-73.89851954316799",1
BRONX,1,"40.84593039675661","-73.78597885777845",1
BRONX,1,"40.84612591172462","-73.92001388617234",1
BRONX,1,"40.84618601009811","-73.88141585104526",1
BRONX,1,"40.846202199711136","-73.85260557846283",1
BRONX,1,"40.846233405278895","-73.89953466827103",1
BRONX,1,"40.84633580720356","-73.86073043230446",1
BRONX,1,"40.84635914827367","-73.84462103800192",1
BRONX,1,"40.8464163159736","-73.89841031596517",1
BRONX,1,"40.84643096164128","-73.90940166279462",1
BRONX,1,"40.84647151776735","-73.78620120980652",1
BRONX,1,"40.84668553733114","-73.91574459944654",1
BRONX,1,"40.846785199904375","-73.92492869307259",2
BRONX,1,"40.84692118050307","-73.90465164787021",1
BRONX,1,"40.846989759713665","-73.91514421990779",1
BRONX,1,"40.8470602597306","-73.9177429027627",2
BRONX,1,"40.8470743335372","-73.90734417711903",2
BRONX,1,"40.84729648678285","-73.88299699660635",1
BRONX,1,"40.84731705833017","-73.91993293617895",3
BRONX,1,"40.84745699674944","-73.90878580908507",1
BRONX,1,"40.84747167097275","-73.90321592231379",1
BRONX,1,"40.847596180621544","-73.90778441387582",1
BRONX,1,"40.84780869783529","-73.82748144004533",5
BRONX,1,"40.84783417651034","-73.89112860856164",1
BRONX,1,"40.847883810504094","-73.92189129741487",1
BRONX,1,"40.847901876462636","-73.92428767124863",1
BRONX,1,"40.847943317827315","-73.8275678384219",2
BRONX,1,"40.84818440876092","-73.8291142164833",1
BRONX,1,"40.84819544180257","-73.85743735158594",1
BRONX,1,"40.848217986280744","-73.91698965727319",1
BRONX,1,"40.8483266762196","-73.91931002770448",1
BRONX,1,"40.84841074810726","-73.91049415989501",1
BRONX,1,"40.848748947546916","-73.89196206534605",2
BRONX,1,"40.84879232991347","-73.90375979345495",1
BRONX,1,"40.84889159419291","-73.89187869953014",1
BRONX,1,"40.84904087082858","-73.91256082573851",1
BRONX,1,"40.84922548258086","-73.91351120825729",1
BRONX,1,"40.84929734612384","-73.9105688723977",1
BRONX,1,"40.849313029649366","-73.90612657005613",1
BRONX,1,"40.849373348412215","-73.92066421510214",1
BRONX,1,"40.84961622441457","-73.90770932205969",7
BRONX,1,"40.84975132289095","-73.9119996329857",2
BRONX,1,"40.85000454447835","-73.83124576416397",1
BRONX,1,"40.85010570559272","-73.90546036631885",1
BRONX,1,"40.850136961509634","-73.91758367042492",1
BRONX,1,"40.85033918419039","-73.89309085407312",1
BRONX,1,"40.850341999794075","-73.86443063183836",1
BRONX,1,"40.850468561437275","-73.90282479813794",1
BRONX,1,"40.850632805304315","-73.89602545503755",1
BRONX,1,"40.85093807419001","-73.88236887299777",1
BRONX,1,"40.85106338990036","-73.91212802430219",1
BRONX,1,"40.85111133093699","-73.91758246312031",1
BRONX,1,"40.85115269325876","-73.88843026236904",1
BRONX,1,"40.85127910072493","-73.88304059619635",1
BRONX,1,"40.85151251589333","-73.89454929470753",2
BRONX,1,"40.85177556570561","-73.90022393117076",1
BRONX,1,"40.85181856243812","-73.905656739478",1
BRONX,1,"40.85188177753733","-73.86678427219233",1
BRONX,1,"40.85205429887094","-73.91222069736395",1
BRONX,1,"40.85212467080387","-73.9074419682336",1
BRONX,1,"40.852160244195126","-73.91078913475253",2
BRONX,1,"40.85225629757076","-73.91077454708514",1
BRONX,1,"40.85241786535772","-73.88275664565012",1
BRONX,1,"40.85252443450735","-73.90968977022857",1
BRONX,1,"40.85263621512051","-73.88425998896257",1
BRONX,1,"40.85267001443538","-73.86485965492638",2
BRONX,1,"40.85267477404406","-73.89901164688608",1
BRONX,1,"40.85269659127722","-73.88425265443308",1
BRONX,1,"40.85270596996003","-73.90338904256224",2
BRONX,1,"40.852720015361946","-73.90712304312343",6
BRONX,1,"40.852721405478015","-73.89897904346913",1
BRONX,1,"40.853003845294666","-73.88410030019429",1
BRONX,1,"40.85307197210905","-73.904538002681",2
BRONX,1,"40.85308707262417","-73.88498577031383",1
BRONX,1,"40.85311105738261","-73.89278998869028",1
BRONX,1,"40.85315114110771","-73.9007785404599",1
BRONX,1,"40.85321138574423","-73.91808231266482",1
BRONX,1,"40.85326627515696","-73.82821554162315",1
BRONX,1,"40.85333039752184","-73.88679634874472",1
BRONX,1,"40.853373729375214","-73.86577637731106",1
BRONX,1,"40.85344382752478","-73.8877143085214",3
BRONX,1,"40.85356075807185","-73.90154426289172",1
BRONX,1,"40.853574566346786","-73.8984752930441",4
BRONX,1,"40.85358642956242","-73.90268649598606",1
BRONX,1,"40.853821011763124","-73.88335061356337",1
BRONX,1,"40.85382230726223","-73.88741725634428",3
BRONX,1,"40.853918871537225","-73.88793039459689",1
BRONX,1,"40.85395117984753","-73.83295639851295",1
BRONX,1,"40.85399291289473","-73.86481720417432",1
BRONX,1,"40.85401293027314","-73.83013307716783",1
BRONX,1,"40.85406099798549","-73.86671845570947",1
BRONX,1,"40.85406719477778","-73.88252239053429",1
BRONX,1,"40.85410869350923","-73.90360389367528",1
BRONX,1,"40.85421257200531","-73.89988771228349",1
BRONX,1,"40.854223023987785","-73.9057798474638",1
BRONX,1,"40.85438126611421","-73.90800274062997",1
BRONX,1,"40.85446446130879","-73.85752512972644",1
BRONX,1,"40.854474232016244","-73.88333139377762",1
BRONX,1,"40.8544945483187","-73.9055336543059",2
BRONX,1,"40.854563686628666","-73.86947556893274",2
BRONX,1,"40.854676552595755","-73.88528305361174",1
BRONX,1,"40.85469856568777","-73.90009664163529",1
BRONX,1,"40.85480201236822","-73.86666997774665",3
BRONX,1,"40.85481908083007","-73.90978425543021",1
BRONX,1,"40.8549706208723","-73.86769625972603",1
BRONX,1,"40.85501102352651","-73.90279647227902",4
BRONX,1,"40.85520587133494","-73.90607848934312",1
BRONX,1,"40.85521812914236","-73.86574012132994",1
BRONX,1,"40.8552461976574","-73.86866449777597",2
BRONX,1,"40.855322106090505","-73.91074151524113",1
BRONX,1,"40.85535600617173","-73.86868235534212",1
BRONX,1,"40.85539613015355","-73.88575174703938",2
BRONX,1,"40.85541249660266","-73.86767730632701",1
BRONX,1,"40.855414830918306","-73.91356461276855",3
BRONX,1,"40.85542373428709","-73.85641692021869",1
BRONX,1,"40.8555825642853","-73.86288723547852",1
BRONX,1,"40.855588124124964","-73.86764803777511",1
BRONX,1,"40.85564338239749","-73.88879506347044",1
BRONX,1,"40.855647174222035","-73.88988675529143",1
BRONX,1,"40.85571430119927","-73.86287973410012",1
BRONX,1,"40.85578963147769","-73.86864896506286",6
BRONX,1,"40.85580264028729","-73.89776698599618",1
BRONX,1,"40.85601955156794","-73.86571319913351",1
BRONX,1,"40.85602209443379","-73.89762928191988",1
BRONX,1,"40.85619720077683","-73.90668439661702",5
BRONX,1,"40.85632746073826","-73.86380027790659",1
BRONX,1,"40.85654289115585","-73.85368883537251",1
BRONX,1,"40.85663345997261","-73.89381457092419",1
BRONX,1,"40.85669318689525","-73.86437792142532",1
BRONX,1,"40.856965325061324","-73.85566890870618",2
BRONX,1,"40.85721749956804","-73.90248235927109",1
BRONX,1,"40.85731077042864","-73.90242438276432",1
BRONX,1,"40.857867488589484","-73.86636017094892",1
BRONX,1,"40.858052508996636","-73.8909130551251",4
BRONX,1,"40.85814778477665","-73.90557907575061",6
BRONX,1,"40.85816684723895","-73.89583654024119",1
BRONX,1,"40.85863936930414","-73.90592542326173",2
BRONX,1,"40.85892943523934","-73.85699137878088",1
BRONX,1,"40.859052722367004","-73.90132645810911",1
BRONX,1,"40.85948166403012","-73.88719076996959",1
BRONX,1,"40.85953918374082","-73.90208852362505",1
BRONX,1,"40.859840113117045","-73.90418123611565",1
BRONX,1,"40.85994126274004","-73.89429010158902",1
BRONX,1,"40.86005297602237","-73.86460966893242",1
BRONX,1,"40.86005312394812","-73.89355966675613",1
BRONX,1,"40.86014662358531","-73.89375473461484",4
BRONX,1,"40.86016342245688","-73.91390910966886",1
BRONX,1,"40.86016888273487","-73.91026865734196",2
BRONX,1,"40.8602269994415","-73.86555648262768",2
BRONX,1,"40.860280742795865","-73.89946645113287",4
BRONX,1,"40.860575184765274","-73.90691323925813",4
BRONX,1,"40.86072569472827","-73.89368873645552",1
BRONX,1,"40.86089705155353","-73.90783104422654",1
BRONX,1,"40.86095466997928","-73.9078056580983",2
BRONX,1,"40.861066125979114","-73.90646788393045",1
BRONX,1,"40.86122628558008","-73.83991907885746",1
BRONX,1,"40.86138525738846","-73.90739292774413",1
BRONX,1,"40.86151021455769","-73.89619282494915",1
BRONX,1,"40.861532585666495","-73.90973899619243",1
BRONX,1,"40.86164519080002","-73.90306153243145",1
BRONX,1,"40.861651556273145","-73.90410993702544",1
BRONX,1,"40.86166441278946","-73.9030723500759",2
BRONX,1,"40.86166830768844","-73.89497786374334",3
BRONX,1,"40.86175381750138","-73.90835767976516",1
BRONX,1,"40.861764790546076","-73.90835043419202",1
BRONX,1,"40.86191160666137","-73.86268257923845",1
BRONX,1,"40.86210034657091","-73.90923932188623",1
BRONX,1,"40.86237082376556","-73.90766631502979",1
BRONX,1,"40.86295866964721","-73.89536627749862",1
BRONX,1,"40.86304385492859","-73.89855121946627",6
BRONX,1,"40.86308752975271","-73.90470800602057",5
BRONX,1,"40.8631621462413","-73.86411888830081",2
BRONX,1,"40.86319142610064","-73.86568425600332",1
BRONX,1,"40.86329108743934","-73.88980179253424",1
BRONX,1,"40.863481152365964","-73.9027732459544",1
BRONX,1,"40.86368677809373","-73.8962111194186",1
BRONX,1,"40.86378745115691","-73.90146766169238",2
BRONX,1,"40.86388912085075","-73.85050201551711",2
BRONX,1,"40.86393746058836","-73.86061403309095",1
BRONX,1,"40.86395553409259","-73.8596740047509",2
BRONX,1,"40.86411645884116","-73.90105140846829",1
BRONX,1,"40.86431525613549","-73.82199025604513",1
BRONX,1,"40.864330304739255","-73.89161859982286",1
BRONX,1,"40.86437809005707","-73.90208862996202",1
BRONX,1,"40.864536266928795","-73.90089893798721",1
BRONX,1,"40.865154176445884","-73.89508805180566",9
BRONX,1,"40.86546921715945","-73.89147212650845",1
BRONX,1,"40.86587428645997","-73.86443873720305",1
BRONX,1,"40.86606572942326","-73.89850683939007",1
BRONX,1,"40.86618915477058","-73.89840903340249",1
BRONX,1,"40.86631751496144","-73.90407428509779",7
BRONX,1,"40.866325775799574","-73.89169850352053",1
BRONX,1,"40.86636799383064","-73.88990515803532",4
BRONX,1,"40.86641311943987","-73.89413157905763",1
BRONX,1,"40.8664950875277","-73.89674905894428",7
BRONX,1,"40.866591963493335","-73.89766001179035",1
BRONX,1,"40.866908178924","-73.89226157403633",1
BRONX,1,"40.867268865019774","-73.8934794219803",5
BRONX,1,"40.86729764123603","-73.89492920247194",1
BRONX,1,"40.86767328815782","-73.90730101330081",2
BRONX,1,"40.867892721215945","-73.90712354499865",3
BRONX,1,"40.86841636866256","-73.8851255738712",1
BRONX,1,"40.86845847866191","-73.90094371099335",1
BRONX,1,"40.86881576590002","-73.88938407313414",2
BRONX,1,"40.868833596892955","-73.89375531752553",1
BRONX,1,"40.868884113048956","-73.83803136969534",1
BRONX,1,"40.86934510466856","-73.89187075232557",1
BRONX,1,"40.86958584547678","-73.88263236892325",3
BRONX,1,"40.86962644773429","-73.86225446301081",1
BRONX,1,"40.86967924336802","-73.8651251867968",1
BRONX,1,"40.86968884044925","-73.86868659164115",3
BRONX,1,"40.86988839233137","-73.90085842054502",1
BRONX,1,"40.86997073099037","-73.83782986073706",1
BRONX,1,"40.869983664652246","-73.90315784672963",1
BRONX,1,"40.87006255915965","-73.86432172842636",4
BRONX,1,"40.87007985929662","-73.86041675791833",1
BRONX,1,"40.87012244969979","-73.88400538088398",4
BRONX,1,"40.87026694643174","-73.888589823117",1
BRONX,1,"40.87059929894071","-73.88602934534832",2
BRONX,1,"40.87088605956552","-73.8792240624668",1
BRONX,1,"40.8708970496833","-73.87923488967775",1
BRONX,1,"40.8709298099147","-73.88442339669244",1
BRONX,1,"40.87095754867087","-73.89938522584337",4
BRONX,1,"40.87103249702792","-73.88015303948411",4
BRONX,1,"40.87134972818362","-73.90550970882359",1
BRONX,1,"40.87142993210306","-73.88228923319862",1
BRONX,1,"40.871667397432105","-73.88644694345193",1
BRONX,1,"40.87171385464539","-73.90113772867727",1
BRONX,1,"40.87186566996012","-73.8843422229439",7
BRONX,1,"40.87221114725121","-73.8895845250505",1
BRONX,1,"40.87236694328196","-73.84797720120353",1
BRONX,1,"40.87237192944718","-73.88558156314949",2
BRONX,1,"40.87251382811215","-73.88753385727848",3
BRONX,1,"40.872777869469125","-73.86268183389672",1
BRONX,1,"40.87300601035539","-73.88563832546303",1
BRONX,1,"40.8730552497293","-73.87745559172055",1
BRONX,1,"40.87306662433637","-73.90071266396693",1
BRONX,1,"40.87335613626057","-73.90555386372127",1
BRONX,1,"40.87336297316026","-73.90062182502744",6
BRONX,1,"40.873438493645146","-73.88445519474202",1
BRONX,1,"40.87363536025012","-73.85465282201018",2
BRONX,1,"40.87378955737025","-73.90526036179557",1
BRONX,1,"40.873799540773234","-73.88595515823023",1
BRONX,1,"40.87394515668582","-73.87547605975855",1
BRONX,1,"40.87412344440951","-73.87536724887148",1
BRONX,1,"40.87427113909979","-73.91027132161895",1
BRONX,1,"40.87428796557658","-73.87521868823086",1
BRONX,1,"40.874325048210345","-73.85970997518639",1
BRONX,1,"40.87438717218926","-73.84807744381561",1
BRONX,1,"40.87440649687153","-73.8400355996072",1
BRONX,1,"40.874427911780465","-73.88037110624745",1
BRONX,1,"40.87453769186875","-73.88036367689082",1
BRONX,1,"40.87454739888087","-73.87401048310652",3
BRONX,1,"40.87487170961045","-73.86706003035614",1
BRONX,1,"40.8751948168631","-73.83654068512074",4
BRONX,1,"40.87519838165641","-73.88499453014357",1
